total_events_h12,event_type_diversity_h12,unique_repos_h12,last_active_minute_h12,first_active_minute_h12,activity_duration_h12,push_count_h12,pr_count_h12,minutes_since_last_action_h12,is_active_next_hour,total_events_h12_capped,unique_repos_h12_capped,events_per_repo,diversity_score,log_total_events,is_bot_suspect
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
5,2,1,30,8,10.597169433391164,4.0,0.0,30,1,5,1,2.5,0.4,1.791759469228055,0
3,2,1,52,7,25.423086620891123,0.0,0.0,8,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,43,43,0.0,1.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,33,3,12.909944487358056,4.0,0.0,27,1,4,1,2.0,0.25,1.6094379124341003,0
3,3,1,58,48,5.773502691896256,0.0,0.0,2,0,3,1,1.5,1.0,1.3862943611198906,0
1,1,1,52,52,0.0,1.0,0.0,8,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,53,20,23.33452377915607,2.0,0.0,7,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,48,39,6.363961030678928,2.0,0.0,12,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,56,56,0.0,1.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,48,45,2.1213203435596424,0.0,1.0,12,0,2,1,1.0,1.0,1.0986122886681098,0
3,1,1,54,33,10.969655114602888,3.0,0.0,6,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,11,11,0.0,0.0,0.0,49,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,19,9,7.0710678118654755,2.0,0.0,41,1,2,1,1.0,0.5,1.0986122886681098,0
29,4,25,58,20,7.979808262200154,3.0,0.0,2,1,29,6,4.142857142857143,0.13793103448275862,3.4011973816621555,0
2,2,2,34,27,4.949747468305833,1.0,0.0,26,0,2,2,0.6666666666666666,1.0,1.0986122886681098,0
5,1,1,58,6,20.0174923504419,5.0,0.0,2,1,5,1,2.5,0.2,1.791759469228055,0
3,1,1,47,28,9.539392014169456,3.0,0.0,13,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,19,19,0.0,1.0,0.0,41,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,1,1,0.0,1.0,0.0,59,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,53,15,19.008769905844336,3.0,0.0,7,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,40,40,0.0,0.0,0.0,20,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,54,35,13.435028842544403,2.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
3,3,1,35,26,4.725815626252608,1.0,0.0,25,0,3,1,1.5,1.0,1.3862943611198906,0
1,1,1,39,39,0.0,0.0,0.0,21,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,0,0,0.0,0.0,0.0,60,0,1,1,0.5,1.0,0.6931471805599453,0
5,2,2,40,15,10.285912696499032,1.0,0.0,20,0,5,2,1.6666666666666667,0.4,1.791759469228055,0
4,2,1,38,21,8.04155872120988,2.0,2.0,22,0,4,1,2.0,0.5,1.6094379124341003,0
8,1,1,57,20,12.0,8.0,0.0,3,1,8,1,4.0,0.125,2.1972245773362196,0
1,1,1,35,35,0.0,1.0,0.0,25,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,49,39,5.291502622129181,3.0,0.0,11,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,2,1,20,19,0.7071067811865476,1.0,0.0,40,0,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,59,31,19.79898987322333,2.0,0.0,1,1,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,55,17,19.0,3.0,0.0,5,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,2,1,52,46,3.4641016151377544,0.0,2.0,8,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,58,58,0.0,1.0,0.0,2,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,57,57,0.0,1.0,0.0,3,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,9,9,0.0,0.0,0.0,51,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,30,12,9.29157324317757,2.0,0.0,30,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,52,52,0.0,0.0,0.0,8,0,1,1,0.5,1.0,0.6931471805599453,0
6,2,1,44,41,1.5491933384829664,0.0,0.0,16,0,6,1,3.0,0.3333333333333333,1.9459101490553132,0
2,1,1,55,55,0.0,0.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,39,34,3.5355339059327378,0.0,0.0,21,0,2,1,1.0,0.5,1.0986122886681098,0
14,2,2,59,3,21.105699454188894,11.0,0.0,1,1,14,2,4.666666666666667,0.14285714285714285,2.70805020110221,0
1,1,1,29,29,0.0,1.0,0.0,31,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,57,47,5.0,3.0,0.0,3,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,41,21,14.142135623730951,2.0,0.0,19,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,59,59,0.0,0.0,0.0,1,0,2,1,1.0,0.5,1.0986122886681098,0
5,2,2,56,7,24.176434807473164,4.0,0.0,4,0,5,2,1.6666666666666667,0.4,1.791759469228055,0
4,1,2,45,29,9.237604307034012,0.0,0.0,15,0,4,2,1.3333333333333333,0.25,1.6094379124341003,0
24,1,1,59,4,16.15409267476597,24.0,0.0,1,1,24,1,12.0,0.041666666666666664,3.2188758248682006,0
2,1,1,18,18,0.0,0.0,0.0,42,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,49,43,4.242640687119285,1.0,0.0,11,0,2,1,1.0,1.0,1.0986122886681098,0
3,1,1,17,13,2.0,3.0,0.0,43,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
5,4,4,28,4,9.628083921528727,1.0,1.0,32,1,5,4,1.0,0.8,1.791759469228055,0
6,2,2,57,18,18.519359240175312,3.0,3.0,3,0,6,2,2.0,0.3333333333333333,1.9459101490553132,0
4,4,2,52,33,9.5,1.0,1.0,8,0,4,2,1.3333333333333333,1.0,1.6094379124341003,0
1,1,1,56,56,0.0,1.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
8,2,1,17,0,7.376361859732363,4.0,0.0,43,0,8,1,4.0,0.25,2.1972245773362196,0
2,1,1,59,59,0.0,0.0,0.0,1,0,2,1,1.0,0.5,1.0986122886681098,0
4,2,1,43,41,1.1547005383792526,0.0,0.0,17,1,4,1,2.0,0.5,1.6094379124341003,0
1,1,1,25,25,0.0,0.0,0.0,35,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,39,39,0.0,0.0,0.0,21,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,6,6,0.0,1.0,0.0,54,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,31,31,0.0,0.0,0.0,29,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,8,4,2.0,2.0,1.0,52,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
2,1,1,34,15,13.435028842544403,2.0,0.0,26,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,57,57,0.0,0.0,0.0,3,1,2,1,1.0,1.0,1.0986122886681098,0
8,2,1,54,30,8.811518435709997,7.0,0.0,6,1,8,1,4.0,0.25,2.1972245773362196,0
10,1,1,58,3,18.36663641860788,10.0,0.0,2,1,10,1,5.0,0.1,2.3978952727983707,0
1,1,1,48,48,0.0,1.0,0.0,12,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,56,1,28.160255680657446,3.0,0.0,4,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,52,45,4.949747468305833,0.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
3,2,1,54,24,16.072751268321593,0.0,2.0,6,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,49,49,0.0,0.0,0.0,11,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,52,14,26.870057685088806,2.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,40,40,0.0,1.0,0.0,20,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,25,25,0.0,1.0,0.0,35,1,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,23,8,7.505553499465135,3.0,0.0,37,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
4,1,1,56,0,24.143667216615345,4.0,0.0,4,0,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,52,52,0.0,0.0,0.0,8,0,1,1,0.5,1.0,0.6931471805599453,0
6,1,1,56,6,22.627416997969522,6.0,0.0,4,0,6,1,3.0,0.16666666666666666,1.9459101490553132,0
1,1,1,52,52,0.0,0.0,0.0,8,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,58,58,0.0,0.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,33,22,7.7781745930520225,0.0,0.0,27,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,57,25,22.627416997969522,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
12,1,1,59,2,20.816659994661325,12.0,0.0,1,1,12,1,6.0,0.08333333333333333,2.5649493574615367,0
1,1,1,12,12,0.0,1.0,0.0,48,0,1,1,0.5,1.0,0.6931471805599453,0
6,2,1,56,50,2.483277404291889,4.0,0.0,4,0,6,1,3.0,0.3333333333333333,1.9459101490553132,0
7,3,2,36,18,6.187545093630774,2.0,0.0,24,1,7,2,2.3333333333333335,0.42857142857142855,2.0794415416798357,0
2,1,1,48,38,7.0710678118654755,2.0,0.0,12,0,2,1,1.0,0.5,1.0986122886681098,0
7,1,1,55,6,18.894443627691185,7.0,0.0,5,1,7,1,3.5,0.14285714285714285,2.0794415416798357,0
1,1,1,58,58,0.0,1.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,59,59,0.0,0.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
4,2,2,25,11,6.683312551921141,3.0,0.0,35,0,4,2,1.3333333333333333,0.5,1.6094379124341003,0
3,1,1,54,16,19.008769905844336,3.0,0.0,6,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,2,51,25,13.613718571108093,3.0,0.0,9,0,3,2,1.0,0.3333333333333333,1.3862943611198906,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,50,42,5.656854249492381,2.0,0.0,10,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,36,17,13.435028842544403,2.0,0.0,24,0,2,1,1.0,0.5,1.0986122886681098,0
4,1,1,49,21,13.81725973797506,4.0,0.0,11,0,4,1,2.0,0.25,1.6094379124341003,0
3,2,1,59,57,1.1547005383792526,1.0,0.0,1,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
4,2,2,50,46,1.8929694486000905,0.0,0.0,10,1,4,2,1.3333333333333333,0.5,1.6094379124341003,0
3,1,1,54,16,19.008769905844336,3.0,0.0,6,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,27,3,13.856406460551018,3.0,0.0,33,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,34,31,2.1213203435596424,2.0,0.0,26,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,32,31,0.7071067811865476,0.0,1.0,28,1,2,1,1.0,1.0,1.0986122886681098,0
3,1,1,55,17,20.428737928059416,3.0,0.0,5,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,5,0,3.5355339059327378,2.0,0.0,55,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,43,22,14.849242404917497,2.0,0.0,17,0,2,1,1.0,0.5,1.0986122886681098,0
6,3,1,10,2,3.763863263545405,1.0,4.0,50,1,6,1,3.0,0.5,1.9459101490553132,0
2,1,1,57,56,0.7071067811865476,0.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,51,51,0.0,1.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,42,42,0.0,1.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,40,40,0.0,1.0,0.0,20,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,58,58,0.0,0.0,0.0,2,1,1,1,0.5,1.0,0.6931471805599453,0
9,1,1,50,19,11.02396379610246,9.0,0.0,10,0,9,1,4.5,0.1111111111111111,2.302585092994046,0
1,1,1,39,39,0.0,1.0,0.0,21,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,59,52,4.949747468305833,2.0,0.0,1,0,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,55,18,18.502252115170556,3.0,0.0,5,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,49,49,0.0,0.0,0.0,11,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,54,0,30.088757590391356,3.0,0.0,6,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,2,1,44,37,4.04145188432738,1.0,0.0,16,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
4,3,1,34,15,9.882644720249063,1.0,0.0,26,0,4,1,2.0,0.75,1.6094379124341003,0
1,1,1,44,44,0.0,1.0,0.0,16,0,1,1,0.5,1.0,0.6931471805599453,0
5,3,2,56,44,4.74341649025257,1.0,0.0,4,1,5,2,1.6666666666666667,0.6,1.791759469228055,0
4,1,1,56,1,23.89386253134195,4.0,0.0,4,0,4,1,2.0,0.25,1.6094379124341003,0
2,1,1,53,15,26.870057685088806,2.0,0.0,7,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,43,39,2.8284271247461903,1.0,0.0,17,0,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,58,57,0.7071067811865476,2.0,0.0,2,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,57,57,0.0,1.0,0.0,3,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,6,2,2.3094010767585034,0.0,0.0,54,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
3,1,1,51,13,19.008769905844336,3.0,0.0,9,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
5,1,3,57,43,5.805170109479997,0.0,0.0,3,0,5,3,1.25,0.2,1.791759469228055,0
3,1,1,59,48,6.082762530298219,3.0,0.0,1,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
4,2,1,57,42,7.348469228349534,2.0,0.0,3,0,4,1,2.0,0.5,1.6094379124341003,0
1,1,1,45,45,0.0,1.0,0.0,15,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,18,0,12.727922061357855,2.0,0.0,42,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,6,6,0.0,0.0,0.0,54,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,14,9,3.5355339059327378,2.0,0.0,46,0,2,1,1.0,0.5,1.0986122886681098,0
4,1,1,58,36,10.1447851956888,4.0,0.0,2,0,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,29,29,0.0,0.0,0.0,31,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,16,2,9.899494936611665,2.0,0.0,44,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,40,39,0.7071067811865476,0.0,1.0,20,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,22,22,0.0,0.0,0.0,38,0,1,1,0.5,1.0,0.6931471805599453,0
4,2,2,59,51,3.696845502136472,3.0,0.0,1,1,4,2,1.3333333333333333,0.5,1.6094379124341003,0
1,1,1,1,1,0.0,0.0,0.0,59,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,5,5,0.0,1.0,0.0,55,0,1,1,0.5,1.0,0.6931471805599453,0
6,2,2,55,25,11.541230437002808,4.0,0.0,5,0,6,2,2.0,0.3333333333333333,1.9459101490553132,0
3,1,1,56,1,28.160255680657446,3.0,0.0,4,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
9,3,1,59,0,22.76510487566442,5.0,2.0,1,1,9,1,4.5,0.3333333333333333,2.302585092994046,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,43,43,0.0,0.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,5,4,0.7071067811865476,0.0,0.0,55,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,57,39,12.727922061357855,1.0,0.0,3,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,59,59,0.0,0.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,7,5,1.4142135623730951,2.0,0.0,53,0,2,1,1.0,0.5,1.0986122886681098,0
4,1,1,59,24,14.445299120013633,4.0,0.0,1,0,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,39,39,0.0,1.0,0.0,21,0,1,1,0.5,1.0,0.6931471805599453,0
5,3,2,58,32,11.40175425099138,3.0,1.0,2,0,5,2,1.6666666666666667,0.6,1.791759469228055,0
1,1,1,8,8,0.0,1.0,0.0,52,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,48,21,12.12435565298214,4.0,0.0,12,1,4,1,2.0,0.25,1.6094379124341003,0
4,1,1,56,1,23.75570107012911,4.0,0.0,4,0,4,1,2.0,0.25,1.6094379124341003,0
16,2,1,59,35,7.9851424533316875,14.0,0.0,1,1,16,1,8.0,0.125,2.833213344056216,0
1,1,1,33,33,0.0,1.0,0.0,27,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,54,17,18.502252115170556,3.0,0.0,6,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
8,3,2,53,11,14.090903854209332,4.0,2.0,7,1,8,2,2.6666666666666665,0.375,2.1972245773362196,0
2,1,1,54,27,19.091883092036785,2.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,2,44,40,2.8284271247461903,1.0,0.0,16,1,2,2,0.6666666666666666,1.0,1.0986122886681098,0
2,1,1,51,50,0.7071067811865476,0.0,0.0,9,0,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,50,12,19.0,3.0,0.0,10,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,56,1,28.04163571073081,3.0,0.0,4,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,37,37,0.0,1.0,0.0,23,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,55,42,9.192388155425117,2.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
4,3,1,18,2,8.05708797684788,0.0,1.0,42,0,4,1,2.0,0.75,1.6094379124341003,0
6,3,3,59,26,16.179204760020397,2.0,0.0,1,0,6,3,1.5,0.5,1.9459101490553132,0
1,1,1,58,58,0.0,1.0,0.0,2,1,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,55,0,23.75570107012911,4.0,0.0,5,0,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,51,51,0.0,1.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,57,35,12.423096769056148,3.0,0.0,3,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,30,30,0.0,1.0,0.0,30,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,37,0,18.502252115170556,3.0,0.0,23,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,16,16,0.0,1.0,0.0,44,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,52,28,13.576941236277534,3.0,0.0,8,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,40,40,0.0,0.0,0.0,20,0,1,1,0.5,1.0,0.6931471805599453,0
17,7,2,59,13,16.52182157739558,9.0,2.0,1,1,17,2,5.666666666666667,0.4117647058823529,2.8903717578961645,0
105,1,1,59,0,18.346092795991215,105.0,0.0,1,1,45,1,22.5,0.022222222222222223,3.828641396489095,0
2,1,1,55,13,29.698484809834994,2.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,59,59,0.0,0.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,50,9,18.625699092025155,4.0,0.0,10,1,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,58,58,0.0,1.0,0.0,2,1,1,1,0.5,1.0,0.6931471805599453,0
12,1,1,59,3,14.594259975840648,12.0,0.0,1,1,12,1,6.0,0.08333333333333333,2.5649493574615367,0
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,53,53,0.0,1.0,0.0,7,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,58,58,0.0,0.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,45,13,17.925772879665004,3.0,0.0,15,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,2,1,48,8,28.284271247461902,1.0,0.0,12,0,2,1,1.0,1.0,1.0986122886681098,0
4,1,1,34,31,1.2583057392117913,0.0,0.0,26,0,4,1,2.0,0.25,1.6094379124341003,0
65,1,1,59,0,16.989985738211068,65.0,0.0,1,1,45,1,22.5,0.022222222222222223,3.828641396489095,0
1,1,1,58,58,0.0,1.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,55,0,28.160255680657446,3.0,0.0,5,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,52,15,18.502252115170556,3.0,0.0,8,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,9,9,0.0,1.0,0.0,51,0,1,1,0.5,1.0,0.6931471805599453,0
36,5,6,14,1,3.563928633065945,11.0,11.0,46,0,36,6,5.142857142857143,0.1388888888888889,3.6109179126442243,0
144,1,1,59,0,17.417398574866827,144.0,0.0,1,1,45,1,22.5,0.022222222222222223,3.828641396489095,0
3,1,1,53,15,19.0,3.0,0.0,7,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,2,2,0.0,0.0,0.0,58,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,56,1,28.160255680657446,3.0,0.0,4,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,53,15,19.008769905844336,3.0,0.0,7,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
4,2,1,40,40,0.0,2.0,2.0,20,0,4,1,2.0,0.5,1.6094379124341003,0
1,1,1,39,39,0.0,0.0,0.0,21,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,31,31,0.0,1.0,0.0,29,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,45,45,0.0,1.0,0.0,15,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,38,38,0.0,0.0,0.0,22,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,46,46,0.0,0.0,0.0,14,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,31,31,0.0,0.0,0.0,29,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,59,58,0.7071067811865476,2.0,0.0,1,0,2,1,1.0,0.5,1.0986122886681098,0
12,1,1,51,7,13.963968785500212,12.0,0.0,9,1,12,1,6.0,0.08333333333333333,2.5649493574615367,0
1,1,1,6,6,0.0,1.0,0.0,54,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,35,35,0.0,1.0,0.0,25,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,56,56,0.0,1.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,46,8,18.553975315279473,4.0,0.0,14,0,4,1,2.0,0.25,1.6094379124341003,0
2,2,1,53,50,2.1213203435596424,1.0,0.0,7,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,43,43,0.0,1.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,5,5,0.0,2.0,0.0,55,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
5,2,1,51,51,0.0,0.0,0.0,9,1,5,1,2.5,0.4,1.791759469228055,0
1,1,1,27,27,0.0,1.0,0.0,33,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,50,50,0.0,1.0,0.0,10,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,52,44,5.656854249492381,2.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,57,57,0.0,0.0,0.0,3,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,13,12,0.5773502691896258,0.0,0.0,47,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
2,1,2,44,44,0.0,0.0,0.0,16,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
1,1,1,58,58,0.0,0.0,1.0,2,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,46,46,0.0,1.0,0.0,14,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,8,8,0.0,2.0,0.0,52,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,22,22,0.0,1.0,0.0,38,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,34,34,0.0,1.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,34,33,0.7071067811865476,1.0,0.0,26,0,2,1,1.0,1.0,1.0986122886681098,0
2,1,2,58,38,14.142135623730951,0.0,0.0,2,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,56,18,26.870057685088806,2.0,0.0,4,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,0,0,0.0,1.0,0.0,60,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,36,36,0.0,0.0,0.0,24,1,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,51,51,0.0,1.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
6,4,1,58,53,1.6733200530681513,3.0,1.0,2,0,6,1,3.0,0.6666666666666666,1.9459101490553132,0
8,2,2,57,20,14.98511165886232,6.0,0.0,3,1,8,2,2.6666666666666665,0.25,2.1972245773362196,0
2,2,1,47,42,3.5355339059327378,1.0,0.0,13,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,11,11,0.0,0.0,0.0,49,1,1,1,0.5,1.0,0.6931471805599453,0
3,3,1,11,0,6.3508529610858835,1.0,0.0,49,0,3,1,1.5,1.0,1.3862943611198906,0
2,1,1,32,6,18.384776310850235,2.0,0.0,28,0,2,1,1.0,0.5,1.0986122886681098,0
5,1,1,58,16,17.53567791675018,5.0,0.0,2,0,5,1,2.5,0.2,1.791759469228055,0
2,1,1,55,50,3.5355339059327378,2.0,0.0,5,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,29,29,0.0,0.0,1.0,31,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,2,2,0.0,0.0,0.0,58,0,1,1,0.5,1.0,0.6931471805599453,0
6,3,2,35,15,7.321202087089251,3.0,1.0,25,0,6,2,2.0,0.5,1.9459101490553132,0
2,1,1,45,7,26.870057685088806,2.0,0.0,15,1,2,1,1.0,0.5,1.0986122886681098,0
3,2,1,47,31,8.504900548115383,1.0,0.0,13,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
3,2,1,8,1,3.511884584284246,0.0,0.0,52,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
