total_events_h12,event_type_diversity_h12,unique_repos_h12,last_active_minute_h12,first_active_minute_h12,activity_duration_h12,push_count_h12,pr_count_h12,minutes_since_last_action_h12,is_active_next_hour,total_events_h12_capped,unique_repos_h12_capped,events_per_repo,diversity_score,log_total_events,is_bot_suspect
1,1,1,57,57,0.0,0.0,0.0,3,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,29,4,17.67766952966369,1.0,0.0,31,1,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,49,49,0.0,1.0,0.0,11,1,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,15,12,2.1213203435596424,0.0,1.0,45,0,2,1,1.0,1.0,1.0986122886681098,0
4,1,4,58,42,7.544313531837518,0.0,0.0,2,0,4,4,0.8,0.25,1.6094379124341003,0
1,1,1,50,50,0.0,1.0,0.0,10,0,1,1,0.5,1.0,0.6931471805599453,0
4,3,2,54,7,21.669871557841162,2.0,0.0,6,0,4,2,1.3333333333333333,0.75,1.6094379124341003,0
1,1,1,13,13,0.0,1.0,0.0,47,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,2,51,51,0.0,1.0,0.0,9,1,2,2,0.6666666666666666,1.0,1.0986122886681098,0
2,1,1,54,36,12.727922061357855,2.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,40,40,0.0,0.0,0.0,20,0,2,1,1.0,1.0,1.0986122886681098,0
3,1,1,52,14,19.008769905844336,3.0,0.0,8,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,58,47,6.082762530298219,0.0,0.0,2,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,25,25,0.0,1.0,0.0,35,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,11,11,0.0,1.0,0.0,49,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,52,14,26.870057685088806,2.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
9,6,1,52,35,6.082762530298219,4.0,1.0,8,1,9,1,4.5,0.6666666666666666,2.302585092994046,0
1,1,1,17,17,0.0,1.0,0.0,43,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,37,29,5.656854249492381,1.0,0.0,23,1,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,0,0,0.0,1.0,0.0,60,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,35,15,14.142135623730951,2.0,0.0,25,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,30,30,0.0,0.0,0.0,30,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,41,41,0.0,0.0,0.0,19,0,1,1,0.5,1.0,0.6931471805599453,0
6,3,1,59,6,28.156704352604905,0.0,0.0,1,0,6,1,3.0,0.5,1.9459101490553132,0
2,2,1,34,33,0.7071067811865476,0.0,1.0,26,1,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,58,34,16.97056274847714,0.0,0.0,2,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,21,21,0.0,0.0,0.0,39,0,1,1,0.5,1.0,0.6931471805599453,0
10,2,1,56,27,8.124722217473721,0.0,0.0,4,1,10,1,5.0,0.2,2.3978952727983707,0
17,1,10,6,5,0.24253562503633297,0.0,0.0,54,1,17,6,2.4285714285714284,0.058823529411764705,2.8903717578961645,0
3,1,1,59,44,7.767453465154028,3.0,0.0,1,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,11,11,0.0,1.0,0.0,49,1,1,1,0.5,1.0,0.6931471805599453,0
8,2,1,54,43,4.2573465914816,0.0,0.0,6,0,8,1,4.0,0.25,2.1972245773362196,0
1,1,1,38,38,0.0,0.0,0.0,22,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,22,22,0.0,1.0,0.0,38,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,45,45,0.0,1.0,0.0,15,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,40,37,1.5275252316519456,0.0,0.0,20,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,2,2,0.0,1.0,0.0,58,0,1,1,0.5,1.0,0.6931471805599453,0
4,3,2,57,42,6.849574196011505,2.0,1.0,3,0,4,2,1.3333333333333333,0.75,1.6094379124341003,0
3,1,3,40,29,5.507570547286103,0.0,0.0,20,0,3,3,0.75,0.3333333333333333,1.3862943611198906,0
4,3,2,30,28,0.9574271077563381,0.0,2.0,30,0,4,2,1.3333333333333333,0.75,1.6094379124341003,0
1,1,1,45,45,0.0,1.0,0.0,15,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,13,13,0.0,0.0,0.0,47,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,55,2,26.888659319497503,4.0,0.0,5,1,4,1,2.0,0.25,1.6094379124341003,0
5,3,2,56,28,14.345731072343439,1.0,1.0,4,1,5,2,1.6666666666666667,0.6,1.791759469228055,0
5,1,1,37,11,9.924716620639604,0.0,0.0,23,0,5,1,2.5,0.2,1.791759469228055,0
2,1,1,30,29,0.7071067811865476,0.0,0.0,30,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,22,22,0.0,0.0,0.0,38,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,59,59,0.0,1.0,0.0,1,0,1,1,0.5,1.0,0.6931471805599453,0
5,3,1,42,2,21.908902300206645,2.0,2.0,18,0,5,1,2.5,0.6,1.791759469228055,0
1,1,1,46,46,0.0,1.0,0.0,14,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,12,12,0.0,0.0,0.0,48,0,1,1,0.5,1.0,0.6931471805599453,0
10,1,10,57,0,26.892584686324057,0.0,0.0,3,1,10,6,1.4285714285714286,0.1,2.3978952727983707,0
1,1,1,27,27,0.0,1.0,0.0,33,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,4,3,0.5,4.0,0.0,56,0,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,10,10,0.0,1.0,0.0,50,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,54,16,19.0,3.0,0.0,6,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
6,2,1,55,39,7.8230428862431785,4.0,0.0,5,1,6,1,3.0,0.3333333333333333,1.9459101490553132,0
12,1,1,58,3,18.027756377319946,12.0,0.0,2,1,12,1,6.0,0.08333333333333333,2.5649493574615367,0
9,2,1,57,40,6.540472290116195,7.0,0.0,3,1,9,1,4.5,0.2222222222222222,2.302585092994046,0
2,1,1,52,34,12.727922061357855,2.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,47,47,0.0,0.0,0.0,13,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,48,27,11.357816691600547,2.0,1.0,12,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,52,52,0.0,1.0,0.0,8,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,22,22,0.0,1.0,0.0,38,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,55,43,6.928203230275509,0.0,0.0,5,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,36,36,0.0,1.0,0.0,24,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,46,46,0.0,1.0,0.0,14,1,1,1,0.5,1.0,0.6931471805599453,0
6,2,1,40,16,11.32548748031036,0.0,0.0,20,0,6,1,3.0,0.3333333333333333,1.9459101490553132,0
3,2,2,48,23,14.433756729740644,1.0,0.0,12,1,3,2,1.0,0.6666666666666666,1.3862943611198906,0
1,1,1,53,53,0.0,1.0,0.0,7,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,39,39,0.0,0.0,0.0,21,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,37,0,18.502252115170556,3.0,0.0,23,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,54,16,19.0,3.0,0.0,6,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,55,55,0.0,1.0,0.0,5,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,34,34,0.0,1.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
5,1,2,6,5,0.5477225575051661,5.0,0.0,54,1,5,2,1.6666666666666667,0.2,1.791759469228055,0
6,2,1,45,2,15.820872289478858,0.0,0.0,15,1,6,1,3.0,0.3333333333333333,1.9459101490553132,0
20,1,5,57,0,18.620588492028755,20.0,0.0,3,1,20,5,3.3333333333333335,0.05,3.044522437723423,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
6,1,1,55,2,26.21767851406121,6.0,0.0,5,1,6,1,3.0,0.16666666666666666,1.9459101490553132,0
4,1,1,55,0,23.89386253134195,4.0,0.0,5,0,4,1,2.0,0.25,1.6094379124341003,0
4,1,2,32,2,17.320508075688775,4.0,0.0,28,0,4,2,1.3333333333333333,0.25,1.6094379124341003,0
2,2,1,50,50,0.0,0.0,1.0,10,1,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,35,4,21.920310216782973,2.0,0.0,25,0,2,1,1.0,0.5,1.0986122886681098,0
3,2,2,58,30,15.88500340992514,2.0,0.0,2,1,3,2,1.0,0.6666666666666666,1.3862943611198906,0
2,1,1,42,10,22.627416997969522,2.0,0.0,18,0,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,14,4,5.0,3.0,0.0,46,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,59,58,0.7071067811865476,2.0,0.0,1,1,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,25,25,0.0,1.0,0.0,35,0,1,1,0.5,1.0,0.6931471805599453,0
3,3,1,17,11,3.055050463303893,1.0,1.0,43,0,3,1,1.5,1.0,1.3862943611198906,0
6,4,1,52,0,20.668817092422103,1.0,3.0,8,0,6,1,3.0,0.6666666666666666,1.9459101490553132,0
5,3,1,50,49,0.44721359549995715,2.0,2.0,10,1,5,1,2.5,0.6,1.791759469228055,0
8,3,1,11,3,3.48209706929603,4.0,2.0,49,1,8,1,4.0,0.375,2.1972245773362196,0
2,1,1,42,22,14.142135623730951,2.0,0.0,18,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,51,51,0.0,0.0,0.0,9,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,7,7,0.0,1.0,0.0,53,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,53,15,19.008769905844336,3.0,0.0,7,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,37,22,10.606601717798213,2.0,0.0,23,0,2,1,1.0,0.5,1.0986122886681098,0
2,2,1,56,54,1.4142135623730951,1.0,0.0,4,1,2,1,1.0,1.0,1.0986122886681098,0
4,2,1,54,50,2.0,2.0,0.0,6,1,4,1,2.0,0.5,1.6094379124341003,0
2,1,1,55,17,26.870057685088806,2.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,10,10,0.0,1.0,0.0,50,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,2,33,2,21.920310216782973,0.0,0.0,27,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
1,1,1,0,0,0.0,1.0,0.0,60,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,12,8,2.8284271247461903,1.0,0.0,48,0,2,1,1.0,1.0,1.0986122886681098,0
3,3,1,51,14,21.07921567168317,0.0,1.0,9,0,3,1,1.5,1.0,1.3862943611198906,0
2,1,1,55,55,0.0,0.0,0.0,5,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,53,53,0.0,1.0,0.0,7,1,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,45,17,14.422205101855956,3.0,0.0,15,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,15,15,0.0,1.0,0.0,45,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,58,9,25.709920264364882,3.0,0.0,2,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,56,56,0.0,0.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
4,2,2,58,31,11.40175425099138,3.0,0.0,2,0,4,2,1.3333333333333333,0.5,1.6094379124341003,0
14,3,1,37,12,10.523652063198057,5.0,5.0,23,0,14,1,7.0,0.21428571428571427,2.70805020110221,0
2,1,1,52,52,0.0,0.0,0.0,8,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,2,17,16,0.7071067811865476,2.0,0.0,43,1,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,49,39,7.0710678118654755,2.0,0.0,11,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,42,42,0.0,0.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,26,26,0.0,1.0,0.0,34,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,48,9,27.577164466275352,2.0,0.0,12,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,56,24,22.627416997969522,2.0,0.0,4,0,2,1,1.0,0.5,1.0986122886681098,0
5,2,1,54,0,24.470390270692455,3.0,0.0,6,0,5,1,2.5,0.4,1.791759469228055,0
3,1,1,35,7,14.742229591663987,3.0,0.0,25,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,28,28,0.0,0.0,0.0,32,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,33,33,0.0,1.0,0.0,27,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,17,2,8.144527815247077,3.0,0.0,43,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,2,15,15,0.0,0.0,0.0,45,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
6,4,1,24,3,10.14724921674178,2.0,2.0,36,1,6,1,3.0,0.6666666666666666,1.9459101490553132,0
2,2,2,7,7,0.0,1.0,1.0,53,1,2,2,0.6666666666666666,1.0,1.0986122886681098,0
1,1,1,42,42,0.0,1.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
3,3,1,20,20,0.0,1.0,1.0,40,1,3,1,1.5,1.0,1.3862943611198906,0
2,1,1,51,6,31.81980515339464,2.0,0.0,9,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,56,56,0.0,1.0,0.0,4,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
4,2,1,59,42,8.301606270274846,2.0,0.0,1,0,4,1,2.0,0.5,1.6094379124341003,0
1,1,1,35,35,0.0,1.0,0.0,25,1,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,16,16,0.0,0.0,0.0,44,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,46,46,0.0,0.0,0.0,14,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,53,53,0.0,0.0,0.0,7,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,18,11,3.511884584284246,2.0,0.0,42,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,38,38,0.0,1.0,0.0,22,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,31,31,0.0,1.0,0.0,29,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,6,6,0.0,1.0,0.0,54,0,1,1,0.5,1.0,0.6931471805599453,0
5,2,1,19,16,1.2247448713915892,0.0,0.0,41,0,5,1,2.5,0.4,1.791759469228055,0
3,2,1,46,19,15.307950004273378,1.0,0.0,14,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
4,3,1,23,0,10.488088481701515,1.0,1.0,37,0,4,1,2.0,0.75,1.6094379124341003,0
1,1,1,43,43,0.0,1.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
4,4,1,52,49,1.5,1.0,1.0,8,0,4,1,2.0,1.0,1.6094379124341003,0
1,1,1,18,18,0.0,1.0,0.0,42,0,1,1,0.5,1.0,0.6931471805599453,0
10,1,1,55,0,19.443650777453175,10.0,0.0,5,1,10,1,5.0,0.1,2.3978952727983707,0
1,1,1,29,29,0.0,0.0,0.0,31,1,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,5,5,0.0,1.0,1.0,55,0,2,1,1.0,1.0,1.0986122886681098,0
15,3,4,46,12,9.9498743710662,12.0,1.0,14,1,15,4,3.0,0.2,2.772588722239781,0
2,2,1,12,10,1.4142135623730951,1.0,0.0,48,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,5,5,0.0,1.0,0.0,55,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,56,55,0.7071067811865476,0.0,1.0,4,1,2,1,1.0,1.0,1.0986122886681098,0
17,1,12,59,1,18.503775449414448,17.0,0.0,1,1,17,6,2.4285714285714284,0.058823529411764705,2.8903717578961645,0
7,5,3,57,18,13.464238347775723,0.0,1.0,3,1,7,3,1.75,0.7142857142857143,2.0794415416798357,0
2,2,1,46,44,1.4142135623730951,1.0,0.0,14,0,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,43,43,0.0,1.0,0.0,17,0,1,1,0.5,1.0,0.6931471805599453,0
5,3,3,59,18,17.728508115461945,1.0,0.0,1,0,5,3,1.25,0.6,1.791759469228055,0
1,1,1,58,58,0.0,0.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
71,1,1,59,0,17.856526347506538,71.0,0.0,1,1,45,1,22.5,0.022222222222222223,3.828641396489095,0
4,3,1,58,54,2.0000000000000004,2.0,1.0,2,0,4,1,2.0,0.75,1.6094379124341003,0
1,1,1,54,54,0.0,1.0,0.0,6,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,29,29,0.0,1.0,0.0,31,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,2,59,2,31.0859024854247,2.0,0.0,1,1,3,2,1.0,0.6666666666666666,1.3862943611198906,0
14,1,1,55,0,18.180414531233122,14.0,0.0,5,0,14,1,7.0,0.07142857142857142,2.70805020110221,0
2,1,1,48,48,0.0,2.0,0.0,12,0,2,1,1.0,0.5,1.0986122886681098,0
4,1,1,56,0,24.143667216615345,4.0,0.0,4,0,4,1,2.0,0.25,1.6094379124341003,0
8,1,1,54,7,17.1041974798168,8.0,0.0,6,1,8,1,4.0,0.125,2.1972245773362196,0
2,2,1,43,42,0.7071067811865476,1.0,0.0,17,0,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,11,11,0.0,0.0,2.0,49,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,17,17,0.0,1.0,0.0,43,0,1,1,0.5,1.0,0.6931471805599453,0
6,2,1,54,9,21.156559266572625,0.0,0.0,6,0,6,1,3.0,0.3333333333333333,1.9459101490553132,0
11,3,2,57,2,21.30940893340097,9.0,0.0,3,1,11,2,3.6666666666666665,0.2727272727272727,2.4849066497880004,0
2,1,1,54,5,34.64823227814083,0.0,0.0,6,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,48,48,0.0,0.0,0.0,12,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,26,26,0.0,1.0,0.0,34,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,58,55,2.1213203435596424,2.0,0.0,2,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,17,17,0.0,1.0,0.0,43,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,4,4,0.0,0.0,0.0,56,0,1,1,0.5,1.0,0.6931471805599453,0
14,5,5,51,8,15.774684128078741,6.0,2.0,9,0,14,5,2.3333333333333335,0.35714285714285715,2.70805020110221,0
3,2,1,56,51,2.88675134594813,1.0,0.0,4,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
1,1,1,28,28,0.0,1.0,0.0,32,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,52,49,1.5275252316519474,2.0,0.0,8,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
2,1,2,7,2,3.5355339059327378,2.0,0.0,53,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,2,1,58,56,1.4142135623730951,0.0,1.0,2,0,2,1,1.0,1.0,1.0986122886681098,0
2,2,1,53,52,0.7071067811865476,0.0,1.0,7,1,2,1,1.0,1.0,1.0986122886681098,0
1,1,1,50,50,0.0,0.0,0.0,10,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,7,7,0.0,1.0,0.0,53,0,1,1,0.5,1.0,0.6931471805599453,0
3,3,2,34,3,17.09775813764288,0.0,1.0,26,0,3,2,1.0,1.0,1.3862943611198906,0
4,2,1,54,54,0.0,0.0,2.0,6,1,4,1,2.0,0.5,1.6094379124341003,0
4,1,4,18,0,9.83192080250175,0.0,0.0,42,0,4,4,0.8,0.25,1.6094379124341003,0
1,1,1,24,24,0.0,1.0,0.0,36,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,28,28,0.0,3.0,0.0,32,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,47,47,0.0,1.0,0.0,13,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,4,59,23,15.874507866387544,0.0,0.0,1,0,4,4,0.8,0.25,1.6094379124341003,0
7,2,1,59,9,19.565518746241406,6.0,0.0,1,1,7,1,3.5,0.2857142857142857,2.0794415416798357,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
4,1,1,50,0,20.816659994661325,4.0,0.0,10,1,4,1,2.0,0.25,1.6094379124341003,0
1,1,1,13,13,0.0,1.0,0.0,47,0,1,1,0.5,1.0,0.6931471805599453,0
4,4,1,52,49,1.4142135623730958,1.0,1.0,8,0,4,1,2.0,1.0,1.6094379124341003,0
2,2,1,58,42,11.313708498984761,1.0,0.0,2,1,2,1,1.0,1.0,1.0986122886681098,0
2,1,1,50,27,16.263455967290593,2.0,0.0,10,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,39,39,0.0,1.0,0.0,21,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,7,7,0.0,1.0,0.0,53,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,27,5,15.556349186104045,2.0,0.0,33,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,2,43,35,5.656854249492381,2.0,0.0,17,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
2,1,1,56,42,9.899494936611665,2.0,0.0,4,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,19,19,0.0,1.0,0.0,41,1,1,1,0.5,1.0,0.6931471805599453,0
3,3,1,56,51,2.886751345948128,1.0,0.0,4,0,3,1,1.5,1.0,1.3862943611198906,0
2,1,1,23,19,2.8284271247461903,2.0,0.0,37,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,5,5,0.0,1.0,0.0,55,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,49,43,4.242640687119285,2.0,0.0,11,0,2,1,1.0,0.5,1.0986122886681098,0
6,3,1,50,16,15.857700547893652,0.0,0.0,10,0,6,1,3.0,0.5,1.9459101490553132,0
4,2,2,58,56,0.9574271077563372,0.0,0.0,2,1,4,2,1.3333333333333333,0.5,1.6094379124341003,0
1,1,1,26,26,0.0,0.0,0.0,34,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,37,37,0.0,0.0,0.0,23,0,2,1,1.0,1.0,1.0986122886681098,0
14,1,1,53,5,14.61389523932391,14.0,0.0,7,1,14,1,7.0,0.07142857142857142,2.70805020110221,0
2,1,1,42,39,2.1213203435596424,2.0,0.0,18,1,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,18,5,6.658328118479393,3.0,0.0,42,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,42,42,0.0,1.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,13,13,0.0,1.0,0.0,47,0,1,1,0.5,1.0,0.6931471805599453,0
2,2,1,57,11,32.526911934581186,1.0,0.0,3,0,2,1,1.0,1.0,1.0986122886681098,0
3,3,1,51,48,1.5275252316519456,0.0,1.0,9,0,3,1,1.5,1.0,1.3862943611198906,0
1,1,1,34,34,0.0,0.0,0.0,26,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,25,25,0.0,1.0,0.0,35,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,17,13,2.8284271247461903,2.0,0.0,43,0,2,1,1.0,0.5,1.0986122886681098,0
3,1,1,51,13,20.033305601755625,3.0,0.0,9,1,3,1,1.5,0.3333333333333333,1.3862943611198906,0
1,1,1,36,36,0.0,1.0,0.0,24,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,27,26,0.7071067811865476,2.0,0.0,33,0,2,1,1.0,0.5,1.0986122886681098,0
1,1,1,22,22,0.0,1.0,0.0,38,0,1,1,0.5,1.0,0.6931471805599453,0
3,2,1,37,19,9.865765724632496,2.0,0.0,23,1,3,1,1.5,0.6666666666666666,1.3862943611198906,0
3,3,3,3,0,1.7320508075688772,1.0,0.0,57,0,3,3,0.75,1.0,1.3862943611198906,0
2,1,1,57,25,22.627416997969522,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
11,1,1,58,20,13.090593430537684,11.0,0.0,2,0,11,1,5.5,0.09090909090909091,2.4849066497880004,0
2,2,1,0,0,0.0,0.0,1.0,60,1,2,1,1.0,1.0,1.0986122886681098,0
3,2,1,44,39,2.5166114784235822,1.0,0.0,16,0,3,1,1.5,0.6666666666666666,1.3862943611198906,0
3,2,2,48,42,3.0550504633038926,2.0,0.0,12,0,3,2,1.0,0.6666666666666666,1.3862943611198906,0
1,1,1,13,13,0.0,0.0,0.0,47,0,1,1,0.5,1.0,0.6931471805599453,0
19,6,1,56,11,16.292645346832444,1.0,4.0,4,0,19,1,9.5,0.3157894736842105,2.995732273553991,0
7,4,1,55,14,19.616562487080245,2.0,0.0,5,1,7,1,3.5,0.5714285714285714,2.0794415416798357,0
5,1,1,40,33,3.082207001484488,5.0,0.0,20,0,5,1,2.5,0.2,1.791759469228055,0
2,1,2,43,33,7.0710678118654755,0.0,0.0,17,0,2,2,0.6666666666666666,0.5,1.0986122886681098,0
6,2,2,9,0,3.920034013457877,0.0,0.0,51,0,6,2,2.0,0.3333333333333333,1.9459101490553132,0
1,1,1,24,24,0.0,1.0,0.0,36,1,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,42,42,0.0,1.0,0.0,18,0,1,1,0.5,1.0,0.6931471805599453,0
1,1,1,17,17,0.0,0.0,0.0,43,0,1,1,0.5,1.0,0.6931471805599453,0
3,1,1,50,0,25.0,3.0,0.0,10,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
3,1,1,56,1,28.04163571073081,3.0,0.0,4,0,3,1,1.5,0.3333333333333333,1.3862943611198906,0
2,1,1,57,45,8.48528137423857,2.0,0.0,3,0,2,1,1.0,0.5,1.0986122886681098,0
2,1,1,15,13,1.4142135623730951,2.0,0.0,45,0,2,1,1.0,0.5,1.0986122886681098,0
3,3,1,25,24,0.5773502691896255,1.0,0.0,35,0,3,1,1.5,1.0,1.3862943611198906,0
1,1,1,58,58,0.0,1.0,0.0,2,0,1,1,0.5,1.0,0.6931471805599453,0
2,1,1,44,41,2.1213203435596424,2.0,0.0,16,1,2,1,1.0,0.5,1.0986122886681098,0
7,1,7,45,0,16.18494303210181,7.0,0.0,15,0,7,6,1.0,0.14285714285714285,2.0794415416798357,0
4,4,1,14,12,0.9574271077563381,1.0,1.0,46,0,4,1,2.0,1.0,1.6094379124341003,0
2,1,1,5,3,1.4142135623730951,2.0,0.0,55,1,2,1,1.0,0.5,1.0986122886681098,0
12,5,2,51,23,8.764166021967297,2.0,1.0,9,1,12,2,4.0,0.4166666666666667,2.5649493574615367,0
